,dataset,trial,n_samples,d_dimensions,nu,gamma,scorer,value,gamma_mean,gamma_scott,gamma_silv,noise
0,tstudent,1,500,2,1,0.3771560031677311,hsic,0.002802169142995666,1.0,0.35495366597555705,0.35495366597555705,0.001
1,tstudent,1,500,2,1,0.005,tka,0.9978990558507154,1.0,0.35495366597555705,0.35495366597555705,0.001
2,tstudent,1,500,2,1,49.99999999999999,ctka,0.5308601494529345,1.0,0.35495366597555705,0.35495366597555705,0.001
3,tstudent,1,500,2,2,49.99999999999999,hsic,0.001985473233365373,1.0,0.35495366597555705,0.35495366597555705,0.001
4,tstudent,1,500,2,2,0.005,tka,0.9977701238811363,1.0,0.35495366597555705,0.35495366597555705,0.001
5,tstudent,1,500,2,2,49.99999999999999,ctka,0.4988548204487464,1.0,0.35495366597555705,0.35495366597555705,0.001
6,tstudent,1,500,2,3,49.99999999999999,hsic,0.0019890617379210843,1.0,0.35495366597555705,0.35495366597555705,0.001
7,tstudent,1,500,2,3,0.005,tka,0.9995233021006509,1.0,0.35495366597555705,0.35495366597555705,0.001
8,tstudent,1,500,2,3,49.99999999999999,ctka,0.469499367488522,1.0,0.35495366597555705,0.35495366597555705,0.001
9,tstudent,1,500,2,1,0.3771560031677311,hsic,0.0028019464897211014,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
10,tstudent,1,500,2,1,0.005,tka,0.9978989764298748,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
11,tstudent,1,500,2,1,49.99999999999999,ctka,0.5307981474432958,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
12,tstudent,1,500,2,2,49.99999999999999,hsic,0.0019854993440320155,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
13,tstudent,1,500,2,2,0.005,tka,0.9977699438404862,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
14,tstudent,1,500,2,2,49.99999999999999,ctka,0.4987451753802731,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
15,tstudent,1,500,2,3,49.99999999999999,hsic,0.0019891669142788346,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
16,tstudent,1,500,2,3,0.005,tka,0.9995233143712806,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
17,tstudent,1,500,2,3,49.99999999999999,ctka,0.46955680654448184,1.0,0.35495366597555705,0.35495366597555705,0.0013870919878509274
18,tstudent,1,500,2,1,0.3771560031677311,hsic,0.0028028362438922115,1.0,0.35495366597555705,0.35495366597555705,0.001924024182760239
19,tstudent,1,500,2,1,0.005,tka,0.9978990249728759,1.0,0.35495366597555705,0.35495366597555705,0.001924024182760239
20,tstudent,1,500,2,1,49.99999999999999,ctka,0.5310108251171302,1.0,0.35495366597555705,0.35495366597555705,0.001924024182760239
21,tstudent,1,500,2,2,49.99999999999999,hsic,0.001985515175804969,1.0,0.35495366597555705,0.35495366597555705,0.001924024182760239
