,dataset,trial,n_samples,d_dimensions,nu,gamma,scorer,value
116,tstudent,3,500,10,3,22.111414146026252,ctka,1.0000000000000016
117,tstudent,4,500,10,1,0.04340560479852499,hsic,0.009281541943230734
118,tstudent,4,500,10,1,142.13378685721165,tka,0.9999999999999999
119,tstudent,4,500,10,1,26.63327661901674,ctka,1.000000000000001
120,tstudent,4,500,10,2,0.047637597681860676,hsic,0.007090390318588051
121,tstudent,4,500,10,2,142.13378685721165,tka,0.9999999999999999
122,tstudent,4,500,10,2,24.267249728569514,ctka,0.9999999999999997
123,tstudent,4,500,10,3,0.047637597681860676,hsic,0.006542308862441146
124,tstudent,4,500,10,3,142.13378685721165,tka,0.9999999999999999
125,tstudent,4,500,10,3,24.267249728569514,ctka,0.9999999999999996
126,tstudent,5,500,10,1,0.05228220464689694,hsic,0.0075328141196722145
127,tstudent,5,500,10,1,142.13378685721165,tka,0.9999999999999999
128,tstudent,5,500,10,1,81.33417852126846,ctka,0.9999999999999967
129,tstudent,5,500,10,2,0.05737965505722474,hsic,0.006174266786890008
130,tstudent,5,500,10,2,142.13378685721165,tka,0.9999999999999999
131,tstudent,5,500,10,2,32.0798759762971,ctka,1.0000000000000013
132,tstudent,5,500,10,3,0.05737965505722474,hsic,0.00559859306551619
133,tstudent,5,500,10,3,142.13378685721165,tka,0.9999999999999999
134,tstudent,5,500,10,3,24.267249728569514,ctka,0.9999999999999981
135,tstudent,1,500,50,1,0.00833675614573387,hsic,0.01912556217938994
136,tstudent,1,500,50,1,69.21321413420472,tka,0.9999999999999999
137,tstudent,1,500,50,1,2.667150997287676,ctka,1.000000000000003
138,tstudent,1,500,50,2,0.00833675614573387,hsic,0.018773824168369188
139,tstudent,1,500,50,2,69.21321413420472,tka,0.9999999999999999
140,tstudent,1,500,50,2,1.6750485582345478,ctka,0.9999999999999977
141,tstudent,1,500,50,3,0.010041652291810607,hsic,0.020318831893560277
142,tstudent,1,500,50,3,69.21321413420472,tka,0.9999999999999999
143,tstudent,1,500,50,3,1.2671128061776904,ctka,1.0000000000000009
144,tstudent,2,500,50,1,0.00833675614573387,hsic,0.019862868593075646
145,tstudent,2,500,50,1,69.21321413420472,tka,0.9999999999999999
146,tstudent,2,500,50,1,2.0176019184988823,ctka,0.9999999999999956
147,tstudent,2,500,50,2,0.00833675614573387,hsic,0.020174147797400635
148,tstudent,2,500,50,2,69.21321413420472,tka,0.9999999999999999
149,tstudent,2,500,50,2,1.390654740520457,ctka,0.9999999999999974
150,tstudent,2,500,50,3,0.009149579578159577,hsic,0.02243906387429558
151,tstudent,2,500,50,3,69.21321413420472,tka,0.9999999999999999
152,tstudent,2,500,50,3,1.1545459967860956,ctka,0.9999999999999999
153,tstudent,3,500,50,1,0.00833675614573387,hsic,0.018804869668809517
154,tstudent,3,500,50,1,69.21321413420472,tka,0.9999999999999999
155,tstudent,3,500,50,1,2.0176019184988823,ctka,1.0000000000000004
156,tstudent,3,500,50,2,0.00833675614573387,hsic,0.01912007720250409
157,tstudent,3,500,50,2,69.21321413420472,tka,0.9999999999999999
158,tstudent,3,500,50,2,2.0176019184988823,ctka,1.000000000000002
159,tstudent,3,500,50,3,0.009149579578159577,hsic,0.021155170794440487
160,tstudent,3,500,50,3,69.21321413420472,tka,0.9999999999999999
161,tstudent,3,500,50,3,1.1545459967860956,ctka,1.0
162,tstudent,4,500,50,1,0.00759614170680962,hsic,0.01936439503034028
163,tstudent,4,500,50,1,69.21321413420472,tka,0.9999999999999999
164,tstudent,4,500,50,1,2.667150997287676,ctka,0.9999999999999813
165,tstudent,4,500,50,2,0.00833675614573387,hsic,0.01925840497978702
166,tstudent,4,500,50,2,69.21321413420472,tka,0.9999999999999999
167,tstudent,4,500,50,2,1.6750485582345478,ctka,1.0000000000000009
168,tstudent,4,500,50,3,0.009149579578159577,hsic,0.02129464841426624
169,tstudent,4,500,50,3,69.21321413420472,tka,0.9999999999999999
170,tstudent,4,500,50,3,1.2671128061776904,ctka,1.0000000000000013
171,tstudent,5,500,50,1,0.009149579578159577,hsic,0.018673430560740056
172,tstudent,5,500,50,1,69.21321413420472,tka,0.9999999999999999
173,tstudent,5,500,50,1,2.214315614808945,ctka,0.9999999999999933
174,tstudent,5,500,50,2,0.010041652291810607,hsic,0.018822011770626913
175,tstudent,5,500,50,2,69.21321413420472,tka,0.9999999999999999
176,tstudent,5,500,50,2,1.83836372480334,ctka,1.0000000000000013
177,tstudent,5,500,50,3,0.010041652291810607,hsic,0.020617340665019232
178,tstudent,5,500,50,3,69.21321413420472,tka,0.9999999999999999
179,tstudent,5,500,50,3,1.390654740520457,ctka,1.0000000000000027
180,tstudent,1,500,100,1,0.005996835326886173,hsic,0.021822620515582064
181,tstudent,1,500,100,1,59.968353268861726,tka,0.9999999999999999
182,tstudent,1,500,100,1,1.0978635993558106,ctka,1.000000000000002
183,tstudent,1,500,100,2,0.005996835326886173,hsic,0.022786775930371452
184,tstudent,1,500,100,2,59.968353268861726,tka,0.9999999999999999
185,tstudent,1,500,100,2,0.911465647597797,ctka,0.9999999999999952
186,tstudent,1,500,100,3,0.005996835326886173,hsic,0.024840697502920624
187,tstudent,1,500,100,3,59.968353268861726,tka,0.9999999999999999
188,tstudent,1,500,100,3,0.572426990613436,ctka,0.9999999999999979
189,tstudent,2,500,100,1,0.005996835326886173,hsic,0.0225241325489624
190,tstudent,2,500,100,1,59.968353268861726,tka,0.9999999999999999
191,tstudent,2,500,100,1,1.0978635993558106,ctka,1.0000000000000024
192,tstudent,2,500,100,2,0.005996835326886173,hsic,0.023952435136709912
193,tstudent,2,500,100,2,59.968353268861726,tka,0.9999999999999999
194,tstudent,2,500,100,2,1.204903944972765,ctka,0.9999999999999964
195,tstudent,2,500,100,3,0.005996835326886173,hsic,0.02806817314331168
196,tstudent,2,500,100,3,59.968353268861726,tka,0.9999999999999999
197,tstudent,2,500,100,3,0.6282379155331512,ctka,0.9999999999999974
198,tstudent,3,500,100,1,0.005996835326886173,hsic,0.02248426919240055
199,tstudent,3,500,100,1,59.968353268861726,tka,0.9999999999999999
200,tstudent,3,500,100,1,1.4513110673914682,ctka,1.000000000000002
201,tstudent,3,500,100,2,0.005996835326886173,hsic,0.023552319381763456
202,tstudent,3,500,100,2,59.968353268861726,tka,0.9999999999999999
203,tstudent,3,500,100,2,0.7567147933844782,ctka,0.9999999999999988
204,tstudent,3,500,100,3,0.005996835326886173,hsic,0.02623102339458534
205,tstudent,3,500,100,3,59.968353268861726,tka,0.9999999999999999
206,tstudent,3,500,100,3,0.6894903367335644,ctka,1.0000000000000016
207,tstudent,4,500,100,1,0.005996835326886173,hsic,0.022257245635849708
208,tstudent,4,500,100,1,59.968353268861726,tka,0.9999999999999999
209,tstudent,4,500,100,1,1.0978635993558106,ctka,0.9999999999999992
210,tstudent,4,500,100,2,0.005996835326886173,hsic,0.0229140768489046
211,tstudent,4,500,100,2,59.968353268861726,tka,0.9999999999999999
212,tstudent,4,500,100,2,1.0003324230279111,ctka,0.9999999999999978
213,tstudent,4,500,100,3,0.005996835326886173,hsic,0.025981029608865037
214,tstudent,4,500,100,3,59.968353268861726,tka,0.9999999999999999
215,tstudent,4,500,100,3,0.572426990613436,ctka,0.9999999999999999
216,tstudent,5,500,100,1,0.005996835326886173,hsic,0.021705419984466904
217,tstudent,5,500,100,1,59.968353268861726,tka,0.9999999999999999
218,tstudent,5,500,100,1,1.0003324230279111,ctka,1.0000000000000013
219,tstudent,5,500,100,2,0.005996835326886173,hsic,0.023252277650062454
220,tstudent,5,500,100,2,59.968353268861726,tka,0.9999999999999999
221,tstudent,5,500,100,2,0.911465647597797,ctka,0.9999999999999992
222,tstudent,5,500,100,3,0.005996835326886173,hsic,0.026046739616973413
223,tstudent,5,500,100,3,59.968353268861726,tka,0.9999999999999999
224,tstudent,5,500,100,3,0.572426990613436,ctka,0.9999999999999968
225,tstudent,1,1000,2,1,0.35274011553593193,hsic,0.0021288343417106476
226,tstudent,1,1000,2,1,0.04999999999999999,tka,0.9324821731582843
227,tstudent,1,1000,2,1,500.0000000000001,ctka,0.8363252451188791
228,tstudent,1,1000,2,2,500.0000000000001,hsic,0.0009979782986211192
229,tstudent,1,1000,2,2,0.04999999999999999,tka,0.9473635573027294
230,tstudent,1,1000,2,2,500.0000000000001,ctka,0.8261277496649144
231,tstudent,1,1000,2,3,500.0000000000001,hsic,0.0009979450872711127
232,tstudent,1,1000,2,3,0.04999999999999999,tka,0.9669177966879963
233,tstudent,1,1000,2,3,500.0000000000001,ctka,0.8060559644296424
234,tstudent,2,1000,2,1,0.321403655864216,hsic,0.003290218946150273
235,tstudent,2,1000,2,1,0.04999999999999999,tka,0.9297568601376044
236,tstudent,2,1000,2,1,500.0000000000001,ctka,0.8238447666518666
237,tstudent,2,1000,2,2,0.38713184134056344,hsic,0.002386942874175034
238,tstudent,2,1000,2,2,0.04999999999999999,tka,0.9508310225992039
239,tstudent,2,1000,2,2,500.0000000000001,ctka,0.8096153594047253
240,tstudent,2,1000,2,3,0.4663016734416095,hsic,0.0021470294805001192
241,tstudent,2,1000,2,3,0.04999999999999999,tka,0.9668057551715247
242,tstudent,2,1000,2,3,500.0000000000001,ctka,0.7906158549272491
243,tstudent,3,1000,2,1,0.321403655864216,hsic,0.00240595462608368
244,tstudent,3,1000,2,1,0.04999999999999999,tka,0.926886732808809
245,tstudent,3,1000,2,1,500.0000000000001,ctka,0.8279224679733351
246,tstudent,3,1000,2,2,500.0000000000001,hsic,0.0009985467976330702
247,tstudent,3,1000,2,2,0.04999999999999999,tka,0.9503019558938517
248,tstudent,3,1000,2,2,500.0000000000001,ctka,0.8235330133553989
249,tstudent,3,1000,2,3,500.0000000000001,hsic,0.0009983090401206353
250,tstudent,3,1000,2,3,0.04999999999999999,tka,0.9686052950919052
251,tstudent,3,1000,2,3,500.0000000000001,ctka,0.8112618722685908
252,tstudent,4,1000,2,1,0.24313007900326739,hsic,0.0027085093021114942
253,tstudent,4,1000,2,1,0.04999999999999999,tka,0.9251961603458638
254,tstudent,4,1000,2,1,500.0000000000001,ctka,0.8578386736468524
255,tstudent,4,1000,2,2,0.38713184134056344,hsic,0.0017495159772107486
256,tstudent,4,1000,2,2,0.04999999999999999,tka,0.9424913366999265
257,tstudent,4,1000,2,2,500.0000000000001,ctka,0.8480846304498643
258,tstudent,4,1000,2,3,500.0000000000001,hsic,0.0009979609947012315
259,tstudent,4,1000,2,3,0.04999999999999999,tka,0.9655296802253415
260,tstudent,4,1000,2,3,500.0000000000001,ctka,0.8105899855769751
261,tstudent,5,1000,2,1,0.321403655864216,hsic,0.002069912181004293
262,tstudent,5,1000,2,1,0.04999999999999999,tka,0.9406096161561892
263,tstudent,5,1000,2,1,500.0000000000001,ctka,0.8393611015889615
264,tstudent,5,1000,2,2,0.616423369721033,hsic,0.0014605208810456126
265,tstudent,5,1000,2,2,0.04999999999999999,tka,0.9578601237042942
266,tstudent,5,1000,2,2,500.0000000000001,ctka,0.8124115587595773
267,tstudent,5,1000,2,3,500.0000000000001,hsic,0.0009978146165889534
268,tstudent,5,1000,2,3,0.04999999999999999,tka,0.9727228174243822
269,tstudent,5,1000,2,3,500.0000000000001,ctka,0.809513552717545
270,tstudent,1,1000,3,1,0.18649625854491855,hsic,0.0031103247897993347
271,tstudent,1,1000,3,1,383.5318511585978,tka,0.9956142342847776
272,tstudent,1,1000,3,1,383.5318511585978,ctka,0.9956181257284947
273,tstudent,1,1000,3,2,0.2705741389787873,hsic,0.0017095411590071481
274,tstudent,1,1000,3,2,383.5318511585978,tka,0.9950711122959031
275,tstudent,1,1000,3,2,383.5318511585978,ctka,0.995075612819667
276,tstudent,1,1000,3,3,383.5318511585978,hsic,0.0009989751612995365
277,tstudent,1,1000,3,3,383.5318511585978,tka,0.9969358914970923
278,tstudent,1,1000,3,3,383.5318511585978,ctka,0.9969388659411742
279,tstudent,2,1000,3,1,0.18649625854491855,hsic,0.003900961952541129
280,tstudent,2,1000,3,1,383.5318511585978,tka,0.9944574799312518
281,tstudent,2,1000,3,1,383.5318511585978,ctka,0.994462263327876
282,tstudent,2,1000,3,2,0.22463540366237167,hsic,0.002613846163202555
283,tstudent,2,1000,3,2,383.5318511585978,tka,0.9944578206717948
284,tstudent,2,1000,3,2,383.5318511585978,ctka,0.9944635928097947
285,tstudent,2,1000,3,3,0.35768308802682486,hsic,0.001232100347555485
286,tstudent,2,1000,3,3,383.5318511585978,tka,0.9946223326667479
287,tstudent,2,1000,3,3,383.5318511585978,ctka,0.9946289010982566
288,tstudent,3,1000,3,1,0.16992844494101492,hsic,0.003117113257045378
289,tstudent,3,1000,3,1,383.5318511585978,tka,0.9972296187769942
290,tstudent,3,1000,3,1,383.5318511585978,ctka,0.9972327907562284
291,tstudent,3,1000,3,2,0.24653707820548734,hsic,0.001541078849526931
292,tstudent,3,1000,3,2,383.5318511585978,tka,0.9949871422470377
293,tstudent,3,1000,3,2,383.5318511585978,ctka,0.9949924609830133
294,tstudent,3,1000,3,3,383.5318511585978,hsic,0.0009989728485486251
295,tstudent,3,1000,3,3,383.5318511585978,tka,0.9952864382916514
296,tstudent,3,1000,3,3,383.5318511585978,ctka,0.9952910577656808
297,tstudent,4,1000,3,1,0.16992844494101492,hsic,0.0038382202940336883
298,tstudent,4,1000,3,1,383.5318511585978,tka,0.9970656387931098
299,tstudent,4,1000,3,1,383.5318511585978,ctka,0.9970687328211447
300,tstudent,4,1000,3,2,0.2046794135221221,hsic,0.0028383793297576876
301,tstudent,4,1000,3,2,383.5318511585978,tka,0.9955497566126293
302,tstudent,4,1000,3,2,383.5318511585978,ctka,0.9955540233182937
303,tstudent,4,1000,3,3,0.2046794135221221,hsic,0.001715691139024679
304,tstudent,4,1000,3,3,383.5318511585978,tka,0.9920142500705623
305,tstudent,4,1000,3,3,383.5318511585978,ctka,0.9920231715093042
306,tstudent,5,1000,3,1,0.22463540366237167,hsic,0.0034331005420196706
307,tstudent,5,1000,3,1,383.5318511585978,tka,0.996354604446619
308,tstudent,5,1000,3,1,383.5318511585978,ctka,0.9963584963523192
309,tstudent,5,1000,3,2,0.2969547835035658,hsic,0.0019566781993901436
310,tstudent,5,1000,3,2,383.5318511585978,tka,0.992641665085634
311,tstudent,5,1000,3,2,383.5318511585978,ctka,0.9926489265419186
312,tstudent,5,1000,3,3,383.5318511585978,hsic,0.000998965153862234
313,tstudent,5,1000,3,3,383.5318511585978,tka,0.9941137189915862
314,tstudent,5,1000,3,3,383.5318511585978,ctka,0.9941185473410327
315,tstudent,1,1000,10,1,0.04366626605834151,hsic,0.007165689132093063
316,tstudent,1,1000,10,1,156.92842360779602,tka,1.0
317,tstudent,1,1000,10,1,32.272523467918354,ctka,1.0000000000000286
318,tstudent,1,1000,10,2,0.047923673092721115,hsic,0.005449203162444404
319,tstudent,1,1000,10,2,156.92842360779602,tka,1.0
320,tstudent,1,1000,10,2,24.412980491126362,ctka,0.9999999999999946
321,tstudent,1,1000,10,3,0.04366626605834151,hsic,0.005187532083895122
322,tstudent,1,1000,10,3,156.92842360779602,tka,1.0
323,tstudent,1,1000,10,3,46.82190580194153,ctka,1.0000000000000304
324,tstudent,2,1000,10,1,0.04366626605834151,hsic,0.007799128884734904
325,tstudent,2,1000,10,1,156.92842360779602,tka,1.0
326,tstudent,2,1000,10,1,46.82190580194153,ctka,1.000000000000029
327,tstudent,2,1000,10,2,0.047923673092721115,hsic,0.006247945848402725
328,tstudent,2,1000,10,2,156.92842360779602,tka,1.0
329,tstudent,2,1000,10,2,35.41905466538607,ctka,0.99999999999999
330,tstudent,2,1000,10,3,0.04366626605834151,hsic,0.005621726279798503
331,tstudent,2,1000,10,3,156.92842360779602,tka,1.0
332,tstudent,2,1000,10,3,32.272523467918354,ctka,1.000000000000021
333,tstudent,3,1000,10,1,0.04366626605834151,hsic,0.007959478517269487
334,tstudent,3,1000,10,1,156.92842360779602,tka,1.0
335,tstudent,3,1000,10,1,156.92842360779602,ctka,1.0000000000000306
336,tstudent,3,1000,10,2,0.04366626605834151,hsic,0.0067700585883389815
337,tstudent,3,1000,10,2,156.92842360779602,tka,1.0
338,tstudent,3,1000,10,2,46.82190580194153,ctka,0.9999999999999959
339,tstudent,3,1000,10,3,0.04366626605834151,hsic,0.006330646134587182
340,tstudent,3,1000,10,3,156.92842360779602,tka,1.0
341,tstudent,3,1000,10,3,29.40552142983029,ctka,0.9999999999999744
342,tstudent,4,1000,10,1,0.039787075330990664,hsic,0.008687156682601518
343,tstudent,4,1000,10,1,156.92842360779602,tka,1.0
344,tstudent,4,1000,10,1,156.92842360779602,ctka,1.0000000000000306
345,tstudent,4,1000,10,2,0.04366626605834151,hsic,0.006895439470382922
346,tstudent,4,1000,10,2,156.92842360779602,tka,1.0
347,tstudent,4,1000,10,2,32.272523467918354,ctka,1.0000000000000067
348,tstudent,4,1000,10,3,0.039787075330990664,hsic,0.006567513197296593
349,tstudent,4,1000,10,3,156.92842360779602,tka,1.0
350,tstudent,4,1000,10,3,156.92842360779602,ctka,1.0000000000000306
351,tstudent,5,1000,10,1,0.047923673092721115,hsic,0.0068994015724199624
352,tstudent,5,1000,10,1,156.92842360779602,tka,1.0
353,tstudent,5,1000,10,1,29.40552142983029,ctka,1.0000000000000187
354,tstudent,5,1000,10,2,0.047923673092721115,hsic,0.005480883245594963
355,tstudent,5,1000,10,2,156.92842360779602,tka,1.0
356,tstudent,5,1000,10,2,46.82190580194153,ctka,1.0000000000000007
357,tstudent,5,1000,10,3,0.047923673092721115,hsic,0.005075818251229997
358,tstudent,5,1000,10,3,156.92842360779602,tka,1.0
359,tstudent,5,1000,10,3,32.272523467918354,ctka,0.9999999999999778
360,tstudent,1,1000,50,1,0.00855354919343192,hsic,0.018266784373302345
361,tstudent,1,1000,50,1,71.01306810268267,tka,1.0
362,tstudent,1,1000,50,1,71.01306810268267,ctka,1.0000000000000306
363,tstudent,1,1000,50,2,0.00855354919343192,hsic,0.018003196031376196
364,tstudent,1,1000,50,2,71.01306810268267,tka,1.0
365,tstudent,1,1000,50,2,2.7365088846080066,ctka,1.0000000000000133
366,tstudent,1,1000,50,3,0.009387509680375664,hsic,0.019786957283625693
367,tstudent,1,1000,50,3,71.01306810268267,tka,1.0
368,tstudent,1,1000,50,3,71.01306810268267,ctka,1.0000000000000306
369,tstudent,2,1000,50,1,0.007793675457656852,hsic,0.01858017544234978
370,tstudent,2,1000,50,1,71.01306810268267,tka,1.0
371,tstudent,2,1000,50,1,2.7365088846080066,ctka,1.0000000000000133
372,tstudent,2,1000,50,2,0.00855354919343192,hsic,0.019077915285223453
373,tstudent,2,1000,50,2,71.01306810268267,tka,1.0
374,tstudent,2,1000,50,2,2.271897751350802,ctka,1.0000000000000064
375,tstudent,2,1000,50,3,0.009387509680375664,hsic,0.02085171685187192
376,tstudent,2,1000,50,3,71.01306810268267,tka,1.0
377,tstudent,2,1000,50,3,1.5659309940805395,ctka,0.9999999999999934
378,tstudent,3,1000,50,1,0.007101306810268272,hsic,0.01940464182884237
379,tstudent,3,1000,50,1,71.01306810268267,tka,1.0
380,tstudent,3,1000,50,1,71.01306810268267,ctka,1.0000000000000306
381,tstudent,3,1000,50,2,0.007793675457656852,hsic,0.019448470646994644
382,tstudent,3,1000,50,2,71.01306810268267,tka,1.0
383,tstudent,3,1000,50,2,2.271897751350802,ctka,1.0000000000000013
384,tstudent,3,1000,50,3,0.009387509680375664,hsic,0.021972487782080066
