,dataset,trial,n_samples,d_dimensions,nu,gamma,scorer,value,gamma_mean,gamma_scott,gamma_silv,noise
1873,tstudent,1,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1874,tstudent,1,500,100,1,0.6924431856969362,ctka,1.0000000000000009,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1875,tstudent,1,500,100,2,0.005,hsic,0.020907643684639873,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1876,tstudent,1,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1877,tstudent,1,500,100,2,0.5748784976988679,ctka,0.9999999999999993,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1878,tstudent,1,500,100,3,0.005,hsic,0.022167247449434276,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1879,tstudent,1,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1880,tstudent,1,500,100,3,0.5238078763948323,ctka,0.9999999999999992,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1881,tstudent,1,500,100,1,0.005,hsic,0.014296838358403039,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1882,tstudent,1,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1883,tstudent,1,500,100,1,0.4772742283309168,ctka,0.999999999999996,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1884,tstudent,1,500,100,2,0.005,hsic,0.014809096302984765,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1885,tstudent,1,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1886,tstudent,1,500,100,2,0.32896661232878377,ctka,0.9999999999999993,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1887,tstudent,1,500,100,3,0.005,hsic,0.015528394430815403,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1888,tstudent,1,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1889,tstudent,1,500,100,3,0.27311386088421685,ctka,0.9999999999999997,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1890,tstudent,2,500,100,1,0.005,hsic,0.023646056271955058,1.0,0.9419944961979166,0.9131117692924923,0.001
1891,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
1892,tstudent,2,500,100,1,1.4575265314125878,ctka,1.0000000000000004,1.0,0.9419944961979166,0.9131117692924923,0.001
1893,tstudent,2,500,100,2,0.005,hsic,0.024960083933972806,1.0,0.9419944961979166,0.9131117692924923,0.001
1894,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
1895,tstudent,2,500,100,2,1.0046165012825232,ctka,0.9999999999999981,1.0,0.9419944961979166,0.9131117692924923,0.001
1896,tstudent,2,500,100,3,0.005,hsic,0.02871000819081588,1.0,0.9419944961979166,0.9131117692924923,0.001
1897,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
1898,tstudent,2,500,100,3,0.7599555414764665,ctka,1.0000000000000029,1.0,0.9419944961979166,0.9131117692924923,0.001
1899,tstudent,2,500,100,1,0.005,hsic,0.02364621881911394,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1900,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1901,tstudent,2,500,100,1,1.4575265314125878,ctka,1.0000000000000016,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1902,tstudent,2,500,100,2,0.005,hsic,0.024960674906683456,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1903,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1904,tstudent,2,500,100,2,1.0046165012825232,ctka,0.9999999999999944,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1905,tstudent,2,500,100,3,0.005,hsic,0.028709553125802107,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1906,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1907,tstudent,2,500,100,3,0.7599555414764665,ctka,1.0000000000000036,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1908,tstudent,2,500,100,1,0.005,hsic,0.023645368897976495,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1909,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1910,tstudent,2,500,100,1,1.4575265314125878,ctka,1.0,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1911,tstudent,2,500,100,2,0.005,hsic,0.024961858679868276,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1912,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1913,tstudent,2,500,100,2,1.0046165012825232,ctka,0.9999999999999988,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1914,tstudent,2,500,100,3,0.005,hsic,0.02871035488418445,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1915,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1916,tstudent,2,500,100,3,0.7599555414764665,ctka,1.0000000000000009,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1917,tstudent,2,500,100,1,0.005,hsic,0.023643497289650196,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1918,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1919,tstudent,2,500,100,1,1.4575265314125878,ctka,1.000000000000004,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1920,tstudent,2,500,100,2,0.005,hsic,0.02495760483498924,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1921,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1922,tstudent,2,500,100,2,0.9153691401476838,ctka,0.9999999999999964,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1923,tstudent,2,500,100,3,0.005,hsic,0.028704626409961072,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1924,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1925,tstudent,2,500,100,3,0.7599555414764665,ctka,1.000000000000002,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
1926,tstudent,2,500,100,1,0.005,hsic,0.023637842325541072,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1927,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1928,tstudent,2,500,100,1,1.102565369951522,ctka,0.9999999999999927,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1929,tstudent,2,500,100,2,0.005,hsic,0.024947513306680862,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1930,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1931,tstudent,2,500,100,2,0.9153691401476838,ctka,0.999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1932,tstudent,2,500,100,3,0.005,hsic,0.02869116721162357,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1933,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1934,tstudent,2,500,100,3,0.7599555414764665,ctka,0.9999999999999997,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
1935,tstudent,2,500,100,1,0.005,hsic,0.023600017509105686,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1936,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1937,tstudent,2,500,100,1,1.0046165012825232,ctka,0.9999999999999886,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1938,tstudent,2,500,100,2,0.005,hsic,0.024910438835294584,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1939,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1940,tstudent,2,500,100,2,1.2100641323971908,ctka,1.0000000000000002,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1941,tstudent,2,500,100,3,0.005,hsic,0.02863957900970826,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1942,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1943,tstudent,2,500,100,3,0.6309284415330099,ctka,0.9999999999999973,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
1944,tstudent,2,500,100,1,0.005,hsic,0.023474374221526022,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1945,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1946,tstudent,2,500,100,1,1.2100641323971908,ctka,1.0000000000000009,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1947,tstudent,2,500,100,2,0.005,hsic,0.024763368165913745,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1948,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1949,tstudent,2,500,100,2,0.9153691401476838,ctka,0.9999999999999989,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1950,tstudent,2,500,100,3,0.005,hsic,0.02851443882418891,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1951,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1952,tstudent,2,500,100,3,0.6309284415330099,ctka,0.9999999999999951,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
1953,tstudent,2,500,100,1,0.005,hsic,0.02293864858175939,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1954,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1955,tstudent,2,500,100,1,1.0046165012825232,ctka,1.000000000000001,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1956,tstudent,2,500,100,2,0.005,hsic,0.024213231943613713,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1957,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1958,tstudent,2,500,100,2,1.0046165012825232,ctka,1.0000000000000024,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1959,tstudent,2,500,100,3,0.005,hsic,0.02782689550114343,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1960,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1961,tstudent,2,500,100,3,0.6309284415330099,ctka,0.999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
1962,tstudent,2,500,100,1,0.005,hsic,0.02102790535513568,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1963,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1964,tstudent,2,500,100,1,0.7599555414764665,ctka,0.9999999999999973,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1965,tstudent,2,500,100,2,0.005,hsic,0.02217298041437823,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1966,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1967,tstudent,2,500,100,2,0.6309284415330099,ctka,1.0000000000000002,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1968,tstudent,2,500,100,3,0.005,hsic,0.02543921249214009,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1969,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1970,tstudent,2,500,100,3,0.4772742283309168,ctka,0.999999999999997,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
1971,tstudent,2,500,100,1,0.005,hsic,0.015069029885307644,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1972,tstudent,2,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1973,tstudent,2,500,100,1,0.43487450130889127,ctka,0.9999999999999957,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1974,tstudent,2,500,100,2,0.005,hsic,0.015546013263693806,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1975,tstudent,2,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1976,tstudent,2,500,100,2,0.3610404509192732,ctka,1.0000000000000013,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1977,tstudent,2,500,100,3,0.005,hsic,0.017690207169576862,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1978,tstudent,2,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1979,tstudent,2,500,100,3,0.2997421251594704,ctka,1.0000000000000002,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
1980,tstudent,3,500,100,1,0.005,hsic,0.023577052829144525,1.0,0.9419944961979166,0.9131117692924923,0.001
1981,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
1982,tstudent,3,500,100,1,1.2100641323971908,ctka,0.9999999999999992,1.0,0.9419944961979166,0.9131117692924923,0.001
1983,tstudent,3,500,100,2,0.005,hsic,0.024490267629819172,1.0,0.9419944961979166,0.9131117692924923,0.001
1984,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
1985,tstudent,3,500,100,2,0.8340502686000291,ctka,0.9999999999999992,1.0,0.9419944961979166,0.9131117692924923,0.001
1986,tstudent,3,500,100,3,0.005,hsic,0.026785053425195778,1.0,0.9419944961979166,0.9131117692924923,0.001
1987,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
1988,tstudent,3,500,100,3,0.6924431856969362,ctka,0.9999999999999989,1.0,0.9419944961979166,0.9131117692924923,0.001
1989,tstudent,3,500,100,1,0.005,hsic,0.023576660204010915,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1990,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1991,tstudent,3,500,100,1,1.2100641323971908,ctka,1.0000000000000038,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1992,tstudent,3,500,100,2,0.005,hsic,0.02449077499316842,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1993,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1994,tstudent,3,500,100,2,0.8340502686000291,ctka,0.999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1995,tstudent,3,500,100,3,0.005,hsic,0.026784157671636142,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1996,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1997,tstudent,3,500,100,3,0.6924431856969362,ctka,0.9999999999999992,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
1998,tstudent,3,500,100,1,0.005,hsic,0.023575772700943326,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
1999,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2000,tstudent,3,500,100,1,1.2100641323971908,ctka,1.0000000000000024,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2001,tstudent,3,500,100,2,0.005,hsic,0.024489984795729215,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2002,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2003,tstudent,3,500,100,2,0.8340502686000291,ctka,1.0000000000000022,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2004,tstudent,3,500,100,3,0.005,hsic,0.026784939274715702,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2005,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2006,tstudent,3,500,100,3,0.6924431856969362,ctka,0.999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.003981071705534973
2007,tstudent,3,500,100,1,0.005,hsic,0.023575463969742357,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2008,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2009,tstudent,3,500,100,1,1.102565369951522,ctka,1.0000000000000022,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2010,tstudent,3,500,100,2,0.005,hsic,0.024483885964751543,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2011,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2012,tstudent,3,500,100,2,0.8340502686000291,ctka,1.0000000000000016,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2013,tstudent,3,500,100,3,0.005,hsic,0.026782881296430146,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2014,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2015,tstudent,3,500,100,3,0.6309284415330099,ctka,1.0000000000000009,1.0,0.9419944961979166,0.9131117692924923,0.00794328234724282
2016,tstudent,3,500,100,1,0.005,hsic,0.023566280054040968,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2017,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2018,tstudent,3,500,100,1,1.4575265314125878,ctka,1.0000000000000036,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2019,tstudent,3,500,100,2,0.005,hsic,0.024490241266839578,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2020,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2021,tstudent,3,500,100,2,0.9153691401476838,ctka,1.0000000000000024,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2022,tstudent,3,500,100,3,0.005,hsic,0.026774760567255713,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2023,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2024,tstudent,3,500,100,3,0.6309284415330099,ctka,0.9999999999999988,1.0,0.9419944961979166,0.9131117692924923,0.01584893192461114
2025,tstudent,3,500,100,1,0.005,hsic,0.023538967882363405,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2026,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2027,tstudent,3,500,100,1,1.2100641323971908,ctka,0.9999999999999986,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2028,tstudent,3,500,100,2,0.005,hsic,0.024456994800734502,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2029,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2030,tstudent,3,500,100,2,0.9153691401476838,ctka,0.9999999999999973,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2031,tstudent,3,500,100,3,0.005,hsic,0.02674743182463323,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2032,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2033,tstudent,3,500,100,3,0.6309284415330099,ctka,1.0000000000000013,1.0,0.9419944961979166,0.9131117692924923,0.03162277660168381
2034,tstudent,3,500,100,1,0.005,hsic,0.02337802993460171,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2035,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2036,tstudent,3,500,100,1,1.0046165012825232,ctka,1.0000000000000007,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2037,tstudent,3,500,100,2,0.005,hsic,0.024298589212869343,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2038,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2039,tstudent,3,500,100,2,0.7599555414764665,ctka,0.9999999999999981,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2040,tstudent,3,500,100,3,0.005,hsic,0.02660148711711615,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2041,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2042,tstudent,3,500,100,3,0.6924431856969362,ctka,0.9999999999999971,1.0,0.9419944961979166,0.9131117692924923,0.06309573444801936
2043,tstudent,3,500,100,1,0.005,hsic,0.022891469936935378,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2044,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2045,tstudent,3,500,100,1,0.9153691401476838,ctka,0.9999999999999968,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2046,tstudent,3,500,100,2,0.005,hsic,0.023772537622558328,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2047,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2048,tstudent,3,500,100,2,0.8340502686000291,ctka,0.9999999999999988,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2049,tstudent,3,500,100,3,0.005,hsic,0.026025165573656205,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2050,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2051,tstudent,3,500,100,3,0.6309284415330099,ctka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.12589254117941687
2052,tstudent,3,500,100,1,0.005,hsic,0.02099103220693628,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2053,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2054,tstudent,3,500,100,1,0.6924431856969362,ctka,0.9999999999999989,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2055,tstudent,3,500,100,2,0.005,hsic,0.02179052035257289,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2056,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2057,tstudent,3,500,100,2,0.6924431856969362,ctka,1.0000000000000018,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2058,tstudent,3,500,100,3,0.005,hsic,0.02378296963299271,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2059,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2060,tstudent,3,500,100,3,0.5238078763948323,ctka,0.9999999999999992,1.0,0.9419944961979166,0.9131117692924923,0.25118864315095824
2061,tstudent,3,500,100,1,0.005,hsic,0.014879044440538423,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2062,tstudent,3,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2063,tstudent,3,500,100,1,0.3962414491769585,ctka,0.9999999999999996,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2064,tstudent,3,500,100,2,0.005,hsic,0.015325266918154529,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2065,tstudent,3,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2066,tstudent,3,500,100,2,0.3962414491769585,ctka,0.9999999999999984,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2067,tstudent,3,500,100,3,0.005,hsic,0.016831297057961964,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2068,tstudent,3,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2069,tstudent,3,500,100,3,0.2997421251594704,ctka,0.9999999999999997,1.0,0.9419944961979166,0.9131117692924923,0.5011872336272722
2070,tstudent,4,500,100,1,0.005,hsic,0.02340293418598563,1.0,0.9419944961979166,0.9131117692924923,0.001
2071,tstudent,4,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
2072,tstudent,4,500,100,1,1.0046165012825232,ctka,1.0000000000000027,1.0,0.9419944961979166,0.9131117692924923,0.001
2073,tstudent,4,500,100,2,0.005,hsic,0.02393044596060536,1.0,0.9419944961979166,0.9131117692924923,0.001
2074,tstudent,4,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
2075,tstudent,4,500,100,2,0.6924431856969362,ctka,0.9999999999999817,1.0,0.9419944961979166,0.9131117692924923,0.001
2076,tstudent,4,500,100,3,0.005,hsic,0.02649024975188218,1.0,0.9419944961979166,0.9131117692924923,0.001
2077,tstudent,4,500,100,3,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001
2078,tstudent,4,500,100,3,0.6309284415330099,ctka,0.9999999999999997,1.0,0.9419944961979166,0.9131117692924923,0.001
2079,tstudent,4,500,100,1,0.005,hsic,0.023403524050241434,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
2080,tstudent,4,500,100,1,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
2081,tstudent,4,500,100,1,1.0046165012825232,ctka,0.9999999999999988,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
2082,tstudent,4,500,100,2,0.005,hsic,0.023930104116052675,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
2083,tstudent,4,500,100,2,49.99999999999999,tka,0.9999999999999999,1.0,0.9419944961979166,0.9131117692924923,0.001995262314968879
