,dataset,dimensions,dof,gamma_init,gamma_method,hsic_value,mi_value,samples,scorer,trial
2070,tstudent,2.0,1.0,5.0,silverman,0.12833266969157628,0.3063662730984111,1000.0,ctka,2.0
2071,tstudent,2.0,2.0,5.0,silverman,0.0810345028043361,0.14084380669112653,1000.0,ctka,2.0
2072,tstudent,2.0,3.0,5.0,silverman,0.06648820726356591,0.08378285170009228,1000.0,ctka,2.0
2073,tstudent,2.0,4.0,5.0,silverman,0.06359740096431385,0.0569623193668572,1000.0,ctka,2.0
2074,tstudent,2.0,5.0,5.0,silverman,0.056715188281143,0.04214711361503577,1000.0,ctka,2.0
2075,tstudent,2.0,6.0,5.0,silverman,0.05419805163818806,0.017815526006603074,1000.0,ctka,2.0
2076,tstudent,2.0,7.0,5.0,silverman,0.051000536781130465,0.012174135576786505,1000.0,ctka,2.0
2077,tstudent,2.0,8.0,5.0,silverman,0.04939035053429426,0.010014985412020963,1000.0,ctka,2.0
2078,tstudent,2.0,9.0,5.0,silverman,0.0477157538879164,0.00837737823191943,1000.0,ctka,2.0
2079,tstudent,2.0,1.0,5.0,silverman,0.0012672550728591956,0.3012591562057573,1000.0,hsic,3.0
2080,tstudent,2.0,2.0,5.0,silverman,0.0010331102659435773,0.13573668979847278,1000.0,hsic,3.0
2081,tstudent,2.0,3.0,5.0,silverman,0.001014748761949177,0.0786757348074385,1000.0,hsic,3.0
2082,tstudent,2.0,4.0,5.0,silverman,0.000974444856299171,0.05185520247420281,1000.0,hsic,3.0
2083,tstudent,2.0,5.0,5.0,silverman,0.0009285847573877697,0.03703999672238199,1000.0,hsic,3.0
2084,tstudent,2.0,6.0,5.0,silverman,0.0008997404348138772,0.012708409113948682,1000.0,hsic,3.0
2085,tstudent,2.0,7.0,5.0,silverman,0.0008941391658154964,0.007067018684132112,1000.0,hsic,3.0
2086,tstudent,2.0,8.0,5.0,silverman,0.0008908212176665795,0.00490786851936657,1000.0,hsic,3.0
2087,tstudent,2.0,9.0,5.0,silverman,0.0008867251636412117,0.0032702613392656525,1000.0,hsic,3.0
2088,tstudent,2.0,1.0,5.0,silverman,0.19331331036691393,0.3012591562057573,1000.0,tka,3.0
2089,tstudent,2.0,2.0,5.0,silverman,0.15115131258201386,0.13573668979847278,1000.0,tka,3.0
2090,tstudent,2.0,3.0,5.0,silverman,0.14566401157583478,0.0786757348074385,1000.0,tka,3.0
2091,tstudent,2.0,4.0,5.0,silverman,0.14133713539080517,0.05185520247420281,1000.0,tka,3.0
2092,tstudent,2.0,5.0,5.0,silverman,0.13491303340692987,0.03703999672238199,1000.0,tka,3.0
2093,tstudent,2.0,6.0,5.0,silverman,0.12945741505112215,0.012708409113948682,1000.0,tka,3.0
2094,tstudent,2.0,7.0,5.0,silverman,0.1283770537891624,0.007067018684132112,1000.0,tka,3.0
2095,tstudent,2.0,8.0,5.0,silverman,0.12790843650208636,0.00490786851936657,1000.0,tka,3.0
2096,tstudent,2.0,9.0,5.0,silverman,0.12898087119830637,0.0032702613392656525,1000.0,tka,3.0
2097,tstudent,2.0,1.0,5.0,silverman,0.1161172571990717,0.3012591562057573,1000.0,ctka,3.0
2098,tstudent,2.0,2.0,5.0,silverman,0.07062912513396721,0.13573668979847278,1000.0,ctka,3.0
2099,tstudent,2.0,3.0,5.0,silverman,0.06215736817593557,0.0786757348074385,1000.0,ctka,3.0
2100,tstudent,2.0,4.0,5.0,silverman,0.056629145351940025,0.05185520247420281,1000.0,ctka,3.0
2101,tstudent,2.0,5.0,5.0,silverman,0.05139679438961565,0.03703999672238199,1000.0,ctka,3.0
2102,tstudent,2.0,6.0,5.0,silverman,0.045668034796223264,0.012708409113948682,1000.0,ctka,3.0
2103,tstudent,2.0,7.0,5.0,silverman,0.04387921650472513,0.007067018684132112,1000.0,ctka,3.0
2104,tstudent,2.0,8.0,5.0,silverman,0.04296558071308474,0.00490786851936657,1000.0,ctka,3.0
2105,tstudent,2.0,9.0,5.0,silverman,0.04210762513590082,0.0032702613392656525,1000.0,ctka,3.0
2106,tstudent,2.0,1.0,5.0,silverman,0.0012904726131809565,0.3123490976818149,1000.0,hsic,4.0
2107,tstudent,2.0,2.0,5.0,silverman,0.0010623479805449147,0.14682663127453224,1000.0,hsic,4.0
2108,tstudent,2.0,3.0,5.0,silverman,0.000993041784400487,0.08976567628349615,1000.0,hsic,4.0
2109,tstudent,2.0,4.0,5.0,silverman,0.000999377457571957,0.0629451439502623,1000.0,hsic,4.0
2110,tstudent,2.0,5.0,5.0,silverman,0.0009881706801722298,0.04812993819843962,1000.0,hsic,4.0
2111,tstudent,2.0,6.0,5.0,silverman,0.000941101579121643,0.023798350590008777,1000.0,hsic,4.0
2112,tstudent,2.0,7.0,5.0,silverman,0.0009359887608632332,0.018156960160192206,1000.0,hsic,4.0
2113,tstudent,2.0,8.0,5.0,silverman,0.00092416608320526,0.01599780999542543,1000.0,hsic,4.0
2114,tstudent,2.0,9.0,5.0,silverman,0.0009315176620156678,0.014360202815325131,1000.0,hsic,4.0
2115,tstudent,2.0,1.0,5.0,silverman,0.19576979676490777,0.3123490976818149,1000.0,tka,4.0
2116,tstudent,2.0,2.0,5.0,silverman,0.15365760817676857,0.14682663127453224,1000.0,tka,4.0
2117,tstudent,2.0,3.0,5.0,silverman,0.14095030643411754,0.08976567628349615,1000.0,tka,4.0
2118,tstudent,2.0,4.0,5.0,silverman,0.13989436627789287,0.0629451439502623,1000.0,tka,4.0
2119,tstudent,2.0,5.0,5.0,silverman,0.13680401730325753,0.04812993819843962,1000.0,tka,4.0
2120,tstudent,2.0,6.0,5.0,silverman,0.13231913920215563,0.023798350590008777,1000.0,tka,4.0
2121,tstudent,2.0,7.0,5.0,silverman,0.13178975816223118,0.018156960160192206,1000.0,tka,4.0
2122,tstudent,2.0,8.0,5.0,silverman,0.1315293309496024,0.01599780999542543,1000.0,tka,4.0
2123,tstudent,2.0,9.0,5.0,silverman,0.13092102614516352,0.014360202815325131,1000.0,tka,4.0
2124,tstudent,2.0,1.0,5.0,silverman,0.12113324016913346,0.3123490976818149,1000.0,ctka,4.0
2125,tstudent,2.0,2.0,5.0,silverman,0.07843149634449086,0.14682663127453224,1000.0,ctka,4.0
2126,tstudent,2.0,3.0,5.0,silverman,0.06498245268476546,0.08976567628349615,1000.0,ctka,4.0
2127,tstudent,2.0,4.0,5.0,silverman,0.05983543555431748,0.0629451439502623,1000.0,ctka,4.0
2128,tstudent,2.0,5.0,5.0,silverman,0.057001955197425506,0.04812993819843962,1000.0,ctka,4.0
2129,tstudent,2.0,6.0,5.0,silverman,0.04892181203410792,0.023798350590008777,1000.0,ctka,4.0
2130,tstudent,2.0,7.0,5.0,silverman,0.04729970230109127,0.018156960160192206,1000.0,ctka,4.0
2131,tstudent,2.0,8.0,5.0,silverman,0.04599080239581759,0.01599780999542543,1000.0,ctka,4.0
2132,tstudent,2.0,9.0,5.0,silverman,0.045452988669457656,0.014360202815325131,1000.0,ctka,4.0
2133,tstudent,2.0,1.0,5.0,silverman,0.0013282673639191014,0.3088523116503308,1000.0,hsic,5.0
2134,tstudent,2.0,2.0,5.0,silverman,0.0011260636013385279,0.1433298452430475,1000.0,hsic,5.0
2135,tstudent,2.0,3.0,5.0,silverman,0.0009872920740438373,0.08626889025201201,1000.0,hsic,5.0
2136,tstudent,2.0,4.0,5.0,silverman,0.0010168722132651996,0.059448357918778165,1000.0,hsic,5.0
2137,tstudent,2.0,5.0,5.0,silverman,0.0010094074289606705,0.0446331521669555,1000.0,hsic,5.0
2138,tstudent,2.0,6.0,5.0,silverman,0.0009606569343446091,0.02030156455852465,1000.0,hsic,5.0
2139,tstudent,2.0,7.0,5.0,silverman,0.0009648391360606124,0.014660174128707465,1000.0,hsic,5.0
2140,tstudent,2.0,8.0,5.0,silverman,0.000968768175603391,0.012501023963941307,1000.0,hsic,5.0
2141,tstudent,2.0,9.0,5.0,silverman,0.0009620333422036279,0.01086341678384039,1000.0,hsic,5.0
2142,tstudent,2.0,1.0,5.0,silverman,0.19901771875256768,0.3088523116503308,1000.0,tka,5.0
2143,tstudent,2.0,2.0,5.0,silverman,0.16355075693670681,0.1433298452430475,1000.0,tka,5.0
2144,tstudent,2.0,3.0,5.0,silverman,0.14536546110439105,0.08626889025201201,1000.0,tka,5.0
2145,tstudent,2.0,4.0,5.0,silverman,0.14941949222035766,0.059448357918778165,1000.0,tka,5.0
2146,tstudent,2.0,5.0,5.0,silverman,0.14397172168080288,0.0446331521669555,1000.0,tka,5.0
2147,tstudent,2.0,6.0,5.0,silverman,0.13936534483252477,0.02030156455852465,1000.0,tka,5.0
2148,tstudent,2.0,7.0,5.0,silverman,0.13947907730627881,0.014660174128707465,1000.0,tka,5.0
2149,tstudent,2.0,8.0,5.0,silverman,0.13836350748068135,0.012501023963941307,1000.0,tka,5.0
2150,tstudent,2.0,9.0,5.0,silverman,0.1375358420018778,0.01086341678384039,1000.0,tka,5.0
2151,tstudent,2.0,1.0,5.0,silverman,0.11201426132977514,0.3088523116503308,1000.0,ctka,5.0
2152,tstudent,2.0,2.0,5.0,silverman,0.07290882224214092,0.1433298452430475,1000.0,ctka,5.0
2153,tstudent,2.0,3.0,5.0,silverman,0.0559858499768699,0.08626889025201201,1000.0,ctka,5.0
2154,tstudent,2.0,4.0,5.0,silverman,0.05457975029859282,0.059448357918778165,1000.0,ctka,5.0
2155,tstudent,2.0,5.0,5.0,silverman,0.05179874465471999,0.0446331521669555,1000.0,ctka,5.0
2156,tstudent,2.0,6.0,5.0,silverman,0.045853609193788454,0.02030156455852465,1000.0,ctka,5.0
2157,tstudent,2.0,7.0,5.0,silverman,0.04512656773929773,0.014660174128707465,1000.0,ctka,5.0
2158,tstudent,2.0,8.0,5.0,silverman,0.04461065671612628,0.012501023963941307,1000.0,ctka,5.0
2159,tstudent,2.0,9.0,5.0,silverman,0.04372914781322729,0.01086341678384039,1000.0,ctka,5.0
2160,tstudent,3.0,1.0,3.8353185115859767,silverman,0.0010652665623955674,0.42574733719103425,1000.0,hsic,1.0
2161,tstudent,3.0,2.0,3.8353185115859767,silverman,0.0010272376605663235,0.2217813392529475,1000.0,hsic,1.0
2162,tstudent,3.0,3.0,3.8353185115859767,silverman,0.0009931152624127863,0.14400324588592878,1000.0,hsic,1.0
2163,tstudent,3.0,4.0,3.8353185115859767,silverman,0.0009964253237099135,0.1047255373808206,1000.0,hsic,1.0
2164,tstudent,3.0,5.0,3.8353185115859767,silverman,0.0009727620191405334,0.08183035260426791,1000.0,hsic,1.0
2165,tstudent,3.0,6.0,3.8353185115859767,silverman,0.0009737237817897032,0.04107528967243782,1000.0,hsic,1.0
2166,tstudent,3.0,7.0,3.8353185115859767,silverman,0.000973107338162695,0.03062267233800201,1000.0,hsic,1.0
2167,tstudent,3.0,8.0,3.8353185115859767,silverman,0.0009815884503405741,0.026423362377010248,1000.0,hsic,1.0
2168,tstudent,3.0,9.0,3.8353185115859767,silverman,0.0009794335310463877,0.023122293205628922,1000.0,hsic,1.0
2169,tstudent,3.0,1.0,3.8353185115859767,silverman,0.3418636230336124,0.42574733719103425,1000.0,tka,1.0
2170,tstudent,3.0,2.0,3.8353185115859767,silverman,0.26273294856647395,0.2217813392529475,1000.0,tka,1.0
2171,tstudent,3.0,3.0,3.8353185115859767,silverman,0.23740787877829597,0.14400324588592878,1000.0,tka,1.0
2172,tstudent,3.0,4.0,3.8353185115859767,silverman,0.22926416615190856,0.1047255373808206,1000.0,tka,1.0
2173,tstudent,3.0,5.0,3.8353185115859767,silverman,0.21749761620523708,0.08183035260426791,1000.0,tka,1.0
2174,tstudent,3.0,6.0,3.8353185115859767,silverman,0.20539483442898138,0.04107528967243782,1000.0,tka,1.0
2175,tstudent,3.0,7.0,3.8353185115859767,silverman,0.1986921639864307,0.03062267233800201,1000.0,tka,1.0
2176,tstudent,3.0,8.0,3.8353185115859767,silverman,0.19682561409706512,0.026423362377010248,1000.0,tka,1.0
2177,tstudent,3.0,9.0,3.8353185115859767,silverman,0.19397870074575482,0.023122293205628922,1000.0,tka,1.0
2178,tstudent,3.0,1.0,3.8353185115859767,silverman,0.3189452428878872,0.42574733719103425,1000.0,ctka,1.0
2179,tstudent,3.0,2.0,3.8353185115859767,silverman,0.23246228777400899,0.2217813392529475,1000.0,ctka,1.0
2180,tstudent,3.0,3.0,3.8353185115859767,silverman,0.20886597573230087,0.14400324588592878,1000.0,ctka,1.0
2181,tstudent,3.0,4.0,3.8353185115859767,silverman,0.2008089618910359,0.1047255373808206,1000.0,ctka,1.0
2182,tstudent,3.0,5.0,3.8353185115859767,silverman,0.18884410796705467,0.08183035260426791,1000.0,ctka,1.0
2183,tstudent,3.0,6.0,3.8353185115859767,silverman,0.17572720102149467,0.04107528967243782,1000.0,ctka,1.0
2184,tstudent,3.0,7.0,3.8353185115859767,silverman,0.1715756804641058,0.03062267233800201,1000.0,ctka,1.0
2185,tstudent,3.0,8.0,3.8353185115859767,silverman,0.16936829506815818,0.026423362377010248,1000.0,ctka,1.0
2186,tstudent,3.0,9.0,3.8353185115859767,silverman,0.16669461518995152,0.023122293205628922,1000.0,ctka,1.0
2187,tstudent,3.0,1.0,3.8353185115859767,silverman,0.0011338608976223224,0.4360886814416727,1000.0,hsic,2.0
2188,tstudent,3.0,2.0,3.8353185115859767,silverman,0.0010481265244560258,0.2321226835035884,1000.0,hsic,2.0
2189,tstudent,3.0,3.0,3.8353185115859767,silverman,0.0010203703416246852,0.1543445901365709,1000.0,hsic,2.0
2190,tstudent,3.0,4.0,3.8353185115859767,silverman,0.0010011736038630953,0.11506688163146149,1000.0,hsic,2.0
2191,tstudent,3.0,5.0,3.8353185115859767,silverman,0.0009886682054685366,0.09217169685490756,1000.0,hsic,2.0
2192,tstudent,3.0,6.0,3.8353185115859767,silverman,0.0009729650229042585,0.05141663392307747,1000.0,hsic,2.0
2193,tstudent,3.0,7.0,3.8353185115859767,silverman,0.0009677877820318352,0.04096401658864166,1000.0,hsic,2.0
2194,tstudent,3.0,8.0,3.8353185115859767,silverman,0.0009663824354828417,0.036764706627651134,1000.0,hsic,2.0
2195,tstudent,3.0,9.0,3.8353185115859767,silverman,0.0009673581410276414,0.033463637456268576,1000.0,hsic,2.0
2196,tstudent,3.0,1.0,3.8353185115859767,silverman,0.35761431980710384,0.4360886814416727,1000.0,tka,2.0
2197,tstudent,3.0,2.0,3.8353185115859767,silverman,0.2660881952351322,0.2321226835035884,1000.0,tka,2.0
2198,tstudent,3.0,3.0,3.8353185115859767,silverman,0.2420716575145612,0.1543445901365709,1000.0,tka,2.0
2199,tstudent,3.0,4.0,3.8353185115859767,silverman,0.22752050628223114,0.11506688163146149,1000.0,tka,2.0
2200,tstudent,3.0,5.0,3.8353185115859767,silverman,0.21862908179231047,0.09217169685490756,1000.0,tka,2.0
2201,tstudent,3.0,6.0,3.8353185115859767,silverman,0.20210021641725542,0.05141663392307747,1000.0,tka,2.0
2202,tstudent,3.0,7.0,3.8353185115859767,silverman,0.19686303585592507,0.04096401658864166,1000.0,tka,2.0
2203,tstudent,3.0,8.0,3.8353185115859767,silverman,0.19373291226631498,0.036764706627651134,1000.0,tka,2.0
2204,tstudent,3.0,9.0,3.8353185115859767,silverman,0.18953496669486186,0.033463637456268576,1000.0,tka,2.0
2205,tstudent,3.0,1.0,3.8353185115859767,silverman,0.3295739610276879,0.4360886814416727,1000.0,ctka,2.0
2206,tstudent,3.0,2.0,3.8353185115859767,silverman,0.2319920120015065,0.2321226835035884,1000.0,ctka,2.0
2207,tstudent,3.0,3.0,3.8353185115859767,silverman,0.208926189953379,0.1543445901365709,1000.0,ctka,2.0
2208,tstudent,3.0,4.0,3.8353185115859767,silverman,0.19591869590011388,0.11506688163146149,1000.0,ctka,2.0
2209,tstudent,3.0,5.0,3.8353185115859767,silverman,0.1853882912408817,0.09217169685490756,1000.0,ctka,2.0
2210,tstudent,3.0,6.0,3.8353185115859767,silverman,0.17106146689718252,0.05141663392307747,1000.0,ctka,2.0
2211,tstudent,3.0,7.0,3.8353185115859767,silverman,0.16518710569010414,0.04096401658864166,1000.0,ctka,2.0
2212,tstudent,3.0,8.0,3.8353185115859767,silverman,0.16203056393508958,0.036764706627651134,1000.0,ctka,2.0
2213,tstudent,3.0,9.0,3.8353185115859767,silverman,0.15623016441981852,0.033463637456268576,1000.0,ctka,2.0
2214,tstudent,3.0,1.0,3.8353185115859767,silverman,0.001073192624958805,0.4192358911175424,1000.0,hsic,3.0
2215,tstudent,3.0,2.0,3.8353185115859767,silverman,0.0010317427492948555,0.2152698931794581,1000.0,hsic,3.0
2216,tstudent,3.0,3.0,3.8353185115859767,silverman,0.000997895809981093,0.13749179981243936,1000.0,hsic,3.0
2217,tstudent,3.0,4.0,3.8353185115859767,silverman,0.0010019399128983386,0.09821409130732997,1000.0,hsic,3.0
2218,tstudent,3.0,5.0,3.8353185115859767,silverman,0.000981672844961383,0.07531890653077727,1000.0,hsic,3.0
2219,tstudent,3.0,6.0,3.8353185115859767,silverman,0.000976754053936881,0.03456384359894719,1000.0,hsic,3.0
2220,tstudent,3.0,7.0,3.8353185115859767,silverman,0.0009704668595915901,0.024111226264511374,1000.0,hsic,3.0
2221,tstudent,3.0,8.0,3.8353185115859767,silverman,0.0009697599669252792,0.019911916303520846,1000.0,hsic,3.0
2222,tstudent,3.0,9.0,3.8353185115859767,silverman,0.0009712796427570852,0.01661084713213952,1000.0,hsic,3.0
2223,tstudent,3.0,1.0,3.8353185115859767,silverman,0.3434821292414668,0.4192358911175424,1000.0,tka,3.0
2224,tstudent,3.0,2.0,3.8353185115859767,silverman,0.27576792137697115,0.2152698931794581,1000.0,tka,3.0
2225,tstudent,3.0,3.0,3.8353185115859767,silverman,0.2439145950434087,0.13749179981243936,1000.0,tka,3.0
2226,tstudent,3.0,4.0,3.8353185115859767,silverman,0.23394223361316926,0.09821409130732997,1000.0,tka,3.0
2227,tstudent,3.0,5.0,3.8353185115859767,silverman,0.2208055296142306,0.07531890653077727,1000.0,tka,3.0
2228,tstudent,3.0,6.0,3.8353185115859767,silverman,0.20522361187307608,0.03456384359894719,1000.0,tka,3.0
2229,tstudent,3.0,7.0,3.8353185115859767,silverman,0.19765681660120749,0.024111226264511374,1000.0,tka,3.0
2230,tstudent,3.0,8.0,3.8353185115859767,silverman,0.1956235834275833,0.019911916303520846,1000.0,tka,3.0
2231,tstudent,3.0,9.0,3.8353185115859767,silverman,0.19134911706450347,0.01661084713213952,1000.0,tka,3.0
2232,tstudent,3.0,1.0,3.8353185115859767,silverman,0.31959151762237287,0.4192358911175424,1000.0,ctka,3.0
2233,tstudent,3.0,2.0,3.8353185115859767,silverman,0.24961126279142948,0.2152698931794581,1000.0,ctka,3.0
2234,tstudent,3.0,3.0,3.8353185115859767,silverman,0.2156333138923668,0.13749179981243936,1000.0,ctka,3.0
2235,tstudent,3.0,4.0,3.8353185115859767,silverman,0.20435523243755715,0.09821409130732997,1000.0,ctka,3.0
2236,tstudent,3.0,5.0,3.8353185115859767,silverman,0.1927987628860508,0.07531890653077727,1000.0,ctka,3.0
2237,tstudent,3.0,6.0,3.8353185115859767,silverman,0.17760626028980273,0.03456384359894719,1000.0,ctka,3.0
2238,tstudent,3.0,7.0,3.8353185115859767,silverman,0.1694026811818898,0.024111226264511374,1000.0,ctka,3.0
2239,tstudent,3.0,8.0,3.8353185115859767,silverman,0.1678237816205495,0.019911916303520846,1000.0,ctka,3.0
2240,tstudent,3.0,9.0,3.8353185115859767,silverman,0.1634977800891093,0.01661084713213952,1000.0,ctka,3.0
2241,tstudent,3.0,1.0,3.8353185115859767,silverman,0.0010884278742257767,0.43853718220363175,1000.0,hsic,4.0
2242,tstudent,3.0,2.0,3.8353185115859767,silverman,0.0010408618214274772,0.23457118426554624,1000.0,hsic,4.0
2243,tstudent,3.0,3.0,3.8353185115859767,silverman,0.0010216001990684884,0.15679309089852875,1000.0,hsic,4.0
2244,tstudent,3.0,4.0,3.8353185115859767,silverman,0.0009972895628616914,0.11751538239341934,1000.0,hsic,4.0
2245,tstudent,3.0,5.0,3.8353185115859767,silverman,0.001002735634269204,0.09462019761686542,1000.0,hsic,4.0
2246,tstudent,3.0,6.0,3.8353185115859767,silverman,0.0009917115575376236,0.053865134685035336,1000.0,hsic,4.0
2247,tstudent,3.0,7.0,3.8353185115859767,silverman,0.0009796625826136653,0.04341251735059952,1000.0,hsic,4.0
2248,tstudent,3.0,8.0,3.8353185115859767,silverman,0.000978604675514569,0.03921320738960899,1000.0,hsic,4.0
2249,tstudent,3.0,9.0,3.8353185115859767,silverman,0.0009786868319955665,0.03591213821822643,1000.0,hsic,4.0
2250,tstudent,3.0,1.0,3.8353185115859767,silverman,0.3277534482983492,0.43853718220363175,1000.0,tka,4.0
2251,tstudent,3.0,2.0,3.8353185115859767,silverman,0.2720282440412968,0.23457118426554624,1000.0,tka,4.0
2252,tstudent,3.0,3.0,3.8353185115859767,silverman,0.2536885271798011,0.15679309089852875,1000.0,tka,4.0
2253,tstudent,3.0,4.0,3.8353185115859767,silverman,0.23468999617348554,0.11751538239341934,1000.0,tka,4.0
2254,tstudent,3.0,5.0,3.8353185115859767,silverman,0.2304535165662285,0.09462019761686542,1000.0,tka,4.0
2255,tstudent,3.0,6.0,3.8353185115859767,silverman,0.20943169286017482,0.053865134685035336,1000.0,tka,4.0
2256,tstudent,3.0,7.0,3.8353185115859767,silverman,0.199951729476717,0.04341251735059952,1000.0,tka,4.0
2257,tstudent,3.0,8.0,3.8353185115859767,silverman,0.1968492829384905,0.03921320738960899,1000.0,tka,4.0
2258,tstudent,3.0,9.0,3.8353185115859767,silverman,0.19356321100963492,0.03591213821822643,1000.0,tka,4.0
2259,tstudent,3.0,1.0,3.8353185115859767,silverman,0.29945935832081355,0.43853718220363175,1000.0,ctka,4.0
2260,tstudent,3.0,2.0,3.8353185115859767,silverman,0.24167510659259012,0.23457118426554624,1000.0,ctka,4.0
2261,tstudent,3.0,3.0,3.8353185115859767,silverman,0.22590083477776984,0.15679309089852875,1000.0,ctka,4.0
2262,tstudent,3.0,4.0,3.8353185115859767,silverman,0.20743841447313183,0.11751538239341934,1000.0,ctka,4.0
2263,tstudent,3.0,5.0,3.8353185115859767,silverman,0.20054635330490905,0.09462019761686542,1000.0,ctka,4.0
2264,tstudent,3.0,6.0,3.8353185115859767,silverman,0.18104894800758098,0.053865134685035336,1000.0,ctka,4.0
2265,tstudent,3.0,7.0,3.8353185115859767,silverman,0.1708769013536349,0.04341251735059952,1000.0,ctka,4.0
2266,tstudent,3.0,8.0,3.8353185115859767,silverman,0.16793569091281613,0.03921320738960899,1000.0,ctka,4.0
2267,tstudent,3.0,9.0,3.8353185115859767,silverman,0.16485438529438465,0.03591213821822643,1000.0,ctka,4.0
2268,tstudent,3.0,1.0,3.8353185115859767,silverman,0.0010855238696956513,0.4432951207521845,1000.0,hsic,5.0
2269,tstudent,3.0,2.0,3.8353185115859767,silverman,0.0010324776976407231,0.23932912281410024,1000.0,hsic,5.0
2270,tstudent,3.0,3.0,3.8353185115859767,silverman,0.0010190716114268435,0.16155102944708152,1000.0,hsic,5.0
2271,tstudent,3.0,4.0,3.8353185115859767,silverman,0.0009911843792587767,0.12227332094197212,1000.0,hsic,5.0
2272,tstudent,3.0,5.0,3.8353185115859767,silverman,0.0009953933255943148,0.09937813616541943,1000.0,hsic,5.0
2273,tstudent,3.0,6.0,3.8353185115859767,silverman,0.0009789361586213568,0.05862307323358934,1000.0,hsic,5.0
2274,tstudent,3.0,7.0,3.8353185115859767,silverman,0.0009771073103503596,0.04817045589915352,1000.0,hsic,5.0
2275,tstudent,3.0,8.0,3.8353185115859767,silverman,0.000977328010131808,0.043971145938162995,1000.0,hsic,5.0
2276,tstudent,3.0,9.0,3.8353185115859767,silverman,0.0009780759627130945,0.040670076766781665,1000.0,hsic,5.0
2277,tstudent,3.0,1.0,3.8353185115859767,silverman,0.2985360490728716,0.4432951207521845,1000.0,tka,5.0
2278,tstudent,3.0,2.0,3.8353185115859767,silverman,0.2437966466039122,0.23932912281410024,1000.0,tka,5.0
2279,tstudent,3.0,3.0,3.8353185115859767,silverman,0.22562876370170132,0.16155102944708152,1000.0,tka,5.0
2280,tstudent,3.0,4.0,3.8353185115859767,silverman,0.21200884871638953,0.12227332094197212,1000.0,tka,5.0
2281,tstudent,3.0,5.0,3.8353185115859767,silverman,0.20614368336569203,0.09937813616541943,1000.0,tka,5.0
2282,tstudent,3.0,6.0,3.8353185115859767,silverman,0.18869909117979566,0.05862307323358934,1000.0,tka,5.0
2283,tstudent,3.0,7.0,3.8353185115859767,silverman,0.1855580838395415,0.04817045589915352,1000.0,tka,5.0
2284,tstudent,3.0,8.0,3.8353185115859767,silverman,0.18383543129355778,0.043971145938162995,1000.0,tka,5.0
2285,tstudent,3.0,9.0,3.8353185115859767,silverman,0.18076901282871408,0.040670076766781665,1000.0,tka,5.0
2286,tstudent,3.0,1.0,3.8353185115859767,silverman,0.2632723218292549,0.4432951207521845,1000.0,ctka,5.0
2287,tstudent,3.0,2.0,3.8353185115859767,silverman,0.2076928507309995,0.23932912281410024,1000.0,ctka,5.0
2288,tstudent,3.0,3.0,3.8353185115859767,silverman,0.18794139624074765,0.16155102944708152,1000.0,ctka,5.0
2289,tstudent,3.0,4.0,3.8353185115859767,silverman,0.17604639715441903,0.12227332094197212,1000.0,ctka,5.0
2290,tstudent,3.0,5.0,3.8353185115859767,silverman,0.16936052112251515,0.09937813616541943,1000.0,ctka,5.0
2291,tstudent,3.0,6.0,3.8353185115859767,silverman,0.15221846123922272,0.05862307323358934,1000.0,ctka,5.0
2292,tstudent,3.0,7.0,3.8353185115859767,silverman,0.15027506346421163,0.04817045589915352,1000.0,ctka,5.0
2293,tstudent,3.0,8.0,3.8353185115859767,silverman,0.14894786710459734,0.043971145938162995,1000.0,ctka,5.0
2294,tstudent,3.0,9.0,3.8353185115859767,silverman,0.14626600360652553,0.040670076766781665,1000.0,ctka,5.0
2295,tstudent,10.0,1.0,1.5692842360779606,silverman,0.0010014732394965434,1.1439962956727054,1000.0,hsic,1.0
2296,tstudent,10.0,2.0,1.5692842360779606,silverman,0.0009993312922909128,0.8606011851837062,1000.0,hsic,1.0
2297,tstudent,10.0,3.0,1.5692842360779606,silverman,0.0009989635332097787,0.7279869980889332,1000.0,hsic,1.0
2298,tstudent,10.0,4.0,1.5692842360779606,silverman,0.000998898072910221,0.6488440210730977,1000.0,hsic,1.0
2299,tstudent,10.0,5.0,1.5692842360779606,silverman,0.0009987788936937551,0.5958526742360374,1000.0,hsic,1.0
2300,tstudent,10.0,6.0,1.5692842360779606,silverman,0.0009987722351408204,0.47528432270187476,1000.0,hsic,1.0
2301,tstudent,10.0,7.0,1.5692842360779606,silverman,0.0009987921390531538,0.4318625526441916,1000.0,hsic,1.0
2302,tstudent,10.0,8.0,1.5692842360779606,silverman,0.0009987882336282314,0.4106690378163421,1000.0,hsic,1.0
2303,tstudent,10.0,9.0,1.5692842360779606,silverman,0.000998795620312859,0.3910638784521851,1000.0,hsic,1.0
2304,tstudent,10.0,1.0,1.5692842360779606,silverman,0.9743488940448061,1.1439962956727054,1000.0,tka,1.0
2305,tstudent,10.0,2.0,1.5692842360779606,silverman,0.9847123448676174,0.8606011851837062,1000.0,tka,1.0
2306,tstudent,10.0,3.0,1.5692842360779606,silverman,0.9891134738990182,0.7279869980889332,1000.0,tka,1.0
2307,tstudent,10.0,4.0,1.5692842360779606,silverman,0.9901348812056713,0.6488440210730977,1000.0,tka,1.0
2308,tstudent,10.0,5.0,1.5692842360779606,silverman,0.992097370378672,0.5958526742360374,1000.0,tka,1.0
2309,tstudent,10.0,6.0,1.5692842360779606,silverman,0.9938016949380727,0.47528432270187476,1000.0,tka,1.0
